uid,Type,Producers,Studios,Source,Themes,Demographic,Duration,Favorites,Streaming Platforms
34651,ONA,['Kamio Japan'],['add some'],Original,[],,1 min. per ep.,0,[]
5821,TV,['Aniplex'],['A-1 Pictures'],Original,[],Kids,5 min. per ep.,2,[]
39450,TV,['add some'],['add some'],Original,[],Kids,2 min. per ep.,0,[]
38016,TV,"['NHK', 'Fanworks']",['NHK Enterprises'],Picture book,[],,5 min. per ep.,0,[]
37644,,[],[],,[],,,,[]
12765,TV,['add some'],['Tokyo TV Douga'],Unknown,[],,10 min. per ep.,0,[]
36705,ONA,['Anime Beans'],['add some'],Visual novel,[],,4 min. per ep.,2,[]
12767,TV,['add some'],['Eiken'],Unknown,[],,25 min. per ep.,0,[]
35496,TV Special,['Gakken'],['add some'],Original,[],,21 min.,0,[]
39109,TV Special,['add some'],"['TMS Entertainment', 'Echoes']",Novel,[],Kids,55 min.,0,[]
35022,OVA,['add some'],['add some'],Original,[],,17 min.,0,[]
36271,OVA,['add some'],['add some'],Original,[],Kids,13 min.,0,[]
35957,TV,['Asmik Ace'],['Kachidoki Studio'],Original,[],,1 min. per ep.,0,[]
29751,ONA,['add some'],['Opera House'],Web manga,[],,3 min.,0,[]
37155,Music,['NHK'],['add some'],Original,[],Kids,2 min.,0,[]
40252,Music,['add some'],['add some'],Unknown,[],,4 min.,0,[]
36700,ONA,['Yumearu'],['add some'],Other,[],Kids,3 min.,0,[]
36399,Music,['NHK'],['add some'],Original,[],Kids,4 min.,0,[]
26307,OVA,['Gakken'],['add some'],Unknown,[],Kids,41 min.,0,[]
5841,TV,['add some'],['Studio Deen'],Manga,[],,10 min. per ep.,0,[]
37067,Music,['NHK'],['add some'],Original,[],Kids,4 min.,0,[]
39911,Music,['NHK'],['add some'],Original,[],Kids,2 min.,0,[]
37605,Music,['add some'],['add some'],Original,[],,4 min.,0,[]
24575,Movie,['Nikkatsu Mukojima'],['add some'],Original,[],,Unknown,1,[]
3500,TV,['add some'],['add some'],Unknown,[],,6 min. per ep.,0,[]
38310,Music,['NHK'],['add some'],Original,"['Music', 'Parody']",Kids,2 min.,0,[]
39889,Music,['NHK'],['add some'],Original,[],Kids,2 min.,0,[]
35525,Music,['NHK'],['add some'],Original,[],Kids,2 min.,0,[]
15141,Movie,['add some'],['Magic Bus'],Novel,[],,22 min.,1,[]
23345,Movie,['Shinano Kikaku'],['Toei Animation'],Book,[],,1 hr. 30 min.,0,[]
31872,Music,['NHK'],['add some'],Original,[],Kids,2 min.,0,[]
30957,Movie,['add some'],['add some'],Original,[],,Unknown,0,[]
34946,Movie,['Gakken'],['add some'],Book,[],,19 min.,0,[]
37075,Music,['NHK'],['add some'],Original,[],Kids,2 min.,0,[]
35166,OVA,['add some'],['add some'],Original,[],Kids,11 min.,0,[]
15657,ONA,['add some'],['add some'],Unknown,[],,2 min. per ep.,0,[]
36389,Music,['NHK'],['add some'],Original,[],Kids,2 min.,1,[]
35385,TV,['add some'],['TMS Entertainment'],Original,[],Kids,1 min. per ep.,0,[]
39529,Movie,['add some'],['OLM'],Game,"['Mythology', 'School']",Kids,1 hr. 39 min.,1,[]
40714,TV,['add some'],['OLM'],Game,"['Mythology', 'School']",Kids,24 min. per ep.,7,[]
38368,Special,['add some'],['Topcraft'],Original,[],,24 min. per ep.,0,[]
34192,OVA,['Toei Animation'],['add some'],Unknown,[],Kids,22 min.,0,[]
12781,TV,['TV Tokyo'],['Shin-Ei Animation'],Unknown,[],,40 min. per ep.,1,[]
37665,ONA,['add some'],['DLE'],Original,"['Historical', 'Parody']",,3 min. per ep.,0,[]
40210,Music,"['Lantis', 'NHK']",['add some'],Original,[],Kids,2 min.,0,[]
35142,ONA,['add some'],['DLE'],Original,[],,5 min. per ep.,0,[]
37191,Music,['NHK'],['add some'],Original,[],Kids,2 min.,0,[]
31317,OVA,['Studio PuYUKAI'],['add some'],Unknown,[],,8 min. per ep.,0,[]
32920,Movie,['add some'],['Shanghai Animation Film Studio'],Other,"['Historical', 'Martial Arts']",,1 hr. 23 min.,0,[]
33763,ONA,['Tencent Animation & Comics'],['CG Year'],Original,[],,16 min. per ep.,0,[]
33762,ONA,['Tencent Animation & Comics'],['CG Year'],Original,[],,15 min. per ep.,0,[]
27467,TV,['add some'],['add some'],Original,[],Kids,5 min. per ep.,0,[]
20227,Special,['add some'],['add some'],Picture book,[],,58 min.,0,[]
35594,Movie,['Dwango'],['add some'],Original,[],,8 min.,0,[]
38069,TV,['add some'],['add some'],Original,[],Kids,23 min. per ep.,2,[]
40117,ONA,['add some'],['add some'],Unknown,[],,1 min. per ep.,0,[]
38827,ONA,['Kamio Japan'],['add some'],Original,[],Kids,51 sec. per ep.,0,[]
25589,TV,['add some'],['add some'],Unknown,[],Kids,24 min. per ep.,0,[]
28201,TV,['add some'],['add some'],Unknown,[],,20 min. per ep.,0,[]
7646,ONA,['add some'],['ufotable'],Original,[],Kids,2 min. per ep.,1,[]
21275,ONA,['add some'],['add some'],Unknown,[],,7 min. per ep.,0,[]
5468,TV,['add some'],['add some'],Unknown,[],Kids,20 min. per ep.,0,[]
21277,ONA,['add some'],['Fanworks'],Unknown,[],,3 min. per ep.,0,[]
39455,Movie,['add some'],['add some'],Original,[],Kids,13 min.,0,[]
39454,Movie,['add some'],['add some'],Original,[],Kids,13 min.,0,[]
30969,OVA,['add some'],['add some'],Unknown,[],Kids,15 min.,0,[]
36387,Music,['NHK'],['add some'],Original,[],Kids,2 min.,0,[]
36388,Music,['NHK'],['add some'],Original,[],Kids,2 min.,0,[]
39920,Music,['NHK'],['add some'],Original,[],Kids,2 min.,0,[]
18817,Movie,['Digital Media Lab'],['add some'],Unknown,[],Kids,45 min.,0,[]
10706,TV,['NHK'],['Digital Media Lab'],Unknown,[],Kids,5 min. per ep.,0,[]
10705,TV,['NHK'],['Digital Media Lab'],Unknown,[],Kids,5 min. per ep.,0,[]
8026,OVA,['add some'],['Gonzo'],Game,[],,35 min.,4,[]
12337,OVA,['add some'],['Sunrise'],Original,"['Mecha', 'Military']",,57 min. per ep.,0,[]
8139,TV,['add some'],['Tatsunoko Production'],Unknown,[],,24 min. per ep.,1,[]
1903,Special,['add some'],['Studio Fantasia'],Original,[],,30 min.,1,[]
33927,Special,['add some'],['add some'],Original,[],,1 min.,0,[]
15875,TV,"['Tokyo Movie Shinsha', 'Yomiuri Telecasting']",['add some'],Manga,[],,25 min. per ep.,1,[]
15119,TV,"['Genco', 'Lantis', 'Media Factory', 'AT-X', 'Marvelous AQL', 'Showgate']",['Artland'],Game,[],,24 min. per ep.,284,['Crunchyroll']
30390,Special,['Koei'],['TYO Animations'],Game,"['Samurai', 'School']",,30 sec. per ep.,1,[]
25815,OVA,['add some'],"['Toei Animation', 'Knack Productions']",Manga,[],Shounen,51 min. per ep.,0,[]
2153,TV,"['Avex Entertainment', 'Lantis', 'Marvelous AQL']","['Tokyo Kids', 'Yuhodo']",Mixed media,[],,25 min. per ep.,10,[]
8287,TV,"['Sotsu', 'TV Tokyo Music']",['Sunrise'],Original,"['Historical', 'Mecha']",,12 min. per ep.,5,[]
8900,TV,['add some'],['Xebec'],Game,[],Kids,10 min. per ep.,3,[]
11859,TV,"['Genco', 'Media Factory', 'AT-X', 'Hobby Japan']",['Arms'],Other,[],,24 min. per ep.,68,['HIDIVE']
38837,ONA,"['Sega', 'Sega Games']",['Point Pictures'],Web manga,"['Parody', 'School', 'Video Game']",,3 min. per ep.,4,[]
38068,ONA,['add some'],['Space Neko Company'],4-koma manga,[],,2 min.,4,[]
32916,Special,['add some'],['Kanaban Graphics'],Original,[],,Unknown,0,[]
559,OVA,['Bandai'],['Bones'],Original,[],,15 min.,3,[]
6555,Special,['add some'],['OLM'],Game,[],Kids,20 min.,0,[]
17873,TV,['TV Tokyo'],['OLM'],Game,[],Kids,22 min. per ep.,23,[]
26097,OVA,['add some'],['Toei Animation'],Unknown,[],Kids,40 min.,0,[]
30998,OVA,['add some'],['add some'],Unknown,[],Kids,27 min.,0,[]
39430,Special,['add some'],['add some'],Picture book,[],,5 min. per ep.,0,[]
34589,OVA,"['TMS Entertainment', 'Studio M2']",['MAPPA'],Novel,"['Historical', 'Samurai']",,40 min.,3,[]
18983,TV,['add some'],['Shirogumi'],Unknown,[],Kids,1 min. per ep.,0,[]
864,OVA,['add some'],['Sunrise'],Original,"['Mecha', 'Military', 'Space']",,5 min. per ep.,10,[]
38093,TV,['add some'],['add some'],Original,[],Kids,26 min. per ep.,0,[]
36843,Movie,['add some'],['Shanghai Animation Film Studio'],Other,"['Historical', 'Military']",,1 hr. 19 min.,0,[]
12771,TV,['Nippon Television Network'],"['Visual 80', 'Telescreen']",Unknown,[],,5 min. per ep.,0,[]
24981,Movie,['add some'],['add some'],Original,[],Kids,5 min.,0,[]
30119,TV,['NHK'],['add some'],Original,[],Kids,1 min.,0,[]
36167,TV,['add some'],['add some'],Original,[],Kids,23 min. per ep.,2,[]
34794,TV,['TMS Music'],['TMS Entertainment'],Original,[],Kids,1 min. per ep.,1,[]
35279,OVA,['add some'],['add some'],Original,[],Kids,17 min.,0,[]
28543,OVA,['add some'],['add some'],Unknown,[],Kids,11 min.,0,[]
35100,OVA,['add some'],['add some'],Other,[],Kids,14 min.,0,[]
11095,Movie,['add some'],['Mushi Production'],Unknown,[],,1 hr. 17 min.,0,[]
39331,Movie,['add some'],['add some'],Original,[],,4 min.,0,[]
40695,Music,['NHK'],['add some'],Original,[],Kids,2 min.,0,[]
13167,TV,['add some'],['Dongwoo A&E'],Unknown,[],Kids,23 min. per ep.,1,[]
35094,,[],[],,[],,,,[]
11097,Movie,['add some'],['Group TAC'],Other,[],,1 hr. 18 min.,1,[]
12759,OVA,['add some'],['Toei Animation'],Unknown,[],,20 min. per ep.,0,[]
39175,Movie,['flying DOG'],"['Signal.MD', 'Sublimation']",Original,[],,1 hr. 27 min.,"1,619",['Netflix']
40465,Special,"['Lantis', 'Ai Addiction']",['Studio Deen'],Novel,[],,23 min.,5,['HIDIVE']
38990,ONA,"['Tencent Penguin Pictures', 'iQIYI', 'Sony Music Solutions']",['Djinn Power'],Web novel,"['Historical', 'Isekai', 'Mythology']",,19 min. per ep.,517,[]
40473,TV,['add some'],['Super Normal Studio'],Other,[],,5 min. per ep.,4,[]
37437,,[],[],,[],,,,[]
32476,Movie,['Bandai Visual'],['Sunrise'],Original,[],,1 min. per ep.,8,[]
35134,Movie,"['Bandai Visual', 'Mainichi Broadcasting System', 'Showgate', 'Bandai Namco Entertainment', 'Hakuhodo DY Music & Pictures']",['Bones'],Original,[],,1 hr. 32 min.,24,['Crunchyroll']
40294,,[],[],,[],,,,[]
37914,ONA,['Avex Pictures'],['Production +h.'],Original,[],,31 min. per ep.,124,['Netflix']
13185,TV,"['TV Tokyo', 'Dentsu', 'Dentsu Tec']",['Larx Entertainment'],Original,[],,22 min. per ep.,43,[]
40960,TV,"['Studio Mausu', 'BS11', 'Crunchyroll', 'Yomiuri TV Enterprise', 'NichiNare', 'Live Viewing Japan', 'Bandai Namco Arts', 'Video Market', 'MediaNet Pictures', 'Tohjak', 'Hifumi Shobo']",['EMT Squared'],Light novel,"['Harem', 'Isekai', 'Medical']",,23 min. per ep.,608,"['Crunchyroll', 'Aniplus TV', 'Bahamut Anime Crazy', 'Bilibili', 'Laftel']"
24071,Movie,"['Pony Canyon', 'Tohokushinsha Film Corporation', 'Strawberry Meets Pictures', 'Tokyo MX', 'Bouncy']",['add some'],Original,[],,1 hr. 1 min.,3,[]
7643,TV,['NHK'],['dwarf'],Other,[],Kids,39 sec. per ep.,12,[]
17020,Special,['add some'],['Kazami Gakuen Koushiki Douga-bu'],Visual novel,"['Music', 'School']",,23 min.,2,[]
37424,ONA,"['Nippon Columbia', 'Bandai Namco Entertainment', 'Kadokawa']","['Gathering', 'Lesprit']",4-koma manga,[],,1 min. per ep.,3,['Crunchyroll']
35805,Special,['add some'],"['Gathering', 'Lesprit']",4-koma manga,[],,2 min. per ep.,0,[]
40059,TV,"['Magic Capsule', 'NBCUniversal Entertainment Japan', 'Twin Engine']",['Geno Studio'],Manga,"['Adult Cast', 'Historical', 'Military']",Seinen,23 min. per ep.,"1,479",['Crunchyroll']
38337,TV,['add some'],['Encourage Films'],4-koma manga,"['CGDCT', 'Iyashikei', 'Workplace']",,24 min. per ep.,493,['Crunchyroll']
39576,Movie,"['Sony Pictures Entertainment', 'Frontier Works', 'AT-X', 'Bushiroad', 'Hakuhodo DY Music & Pictures', 'Good Smile Film', 'SB Creative']",['White Fox'],Light novel,[],,1 hr. 25 min.,476,"['Crunchyroll', 'Animekey']"
39463,TV,"['Kodansha', 'bilibili', 'Good Smile Film']",['PINE JAM'],Manga,[],Seinen,23 min. per ep.,"1,954","['Crunchyroll', 'Netflix']"
40421,Movie,['Blue Lynx'],['Lerche'],Manga,[],,59 min.,"1,625",['Crunchyroll']
32353,TV,"['Fuji TV', 'Glovision']",['Eiken'],4-koma manga,[],,5 min.,19,[]
40656,Special,['add some'],['Actas'],Original,"['Military', 'School']",,9 min. per ep.,5,[]
3909,TV,['add some'],['Toei Animation'],Other,[],,24 min. per ep.,1,[]
39169,Movie,['add some'],['Actas'],Original,"['CGDCT', 'Military', 'School']",,Unknown,3,[]
39168,Movie,['Bandai Visual'],['Actas'],Original,"['CGDCT', 'Military', 'School']",,Unknown,8,[]
36498,Special,['add some'],['LIDENFILMS'],Manga,[],,1 min. per ep.,4,[]
3704,TV,['Sotsu'],['add some'],Manga,[],Kids,12 min. per ep.,1,[]
7160,TV,['add some'],['Tatsunoko Production'],Manga,"['Detective', 'Racing']",Shounen,23 min. per ep.,13,[]
184,TV,['Happinet Pictures'],['Toei Animation'],Game,"['Mecha', 'Space']",,23 min. per ep.,44,[]
34368,TV,"['WOWOW', 'Lantis', 'Movic', 'KlockWorx', 'Kadokawa Media House', 'Kadokawa']",['J.C.Staff'],Novel,[],,24 min. per ep.,92,['HIDIVE']
39115,Special,['add some'],['Gonzo'],Web manga,"['Mecha', 'Parody', 'Space']",,7 min. per ep.,0,[]
5535,Movie,['add some'],['Nippon Animation'],Novel,[],Kids,1 hr. 22 min.,3,[]
6127,Special,['add some'],['J.C.Staff'],Light novel,[],,5 min. per ep.,84,[]
2033,Movie,['Kinetique'],['add some'],Original,[],,1 hr. 31 min.,64,[]
39243,Music,['add some'],['add some'],Original,[],,4 min. per ep.,1,[]
10058,Movie,['add some'],['TMS Entertainment'],Unknown,[],Kids,56 min.,0,[]
1217,OVA,['Magic Bus'],['Horannabi'],Manga,[],,30 min.,8,[]
32888,Movie,['Shirogumi'],['Nippon Animation'],Original,[],,51 min.,0,[]
2168,OVA,"['Sega', 'Imagine']",['AIC'],Game,"['Mecha', 'Performing Arts']",,24 min. per ep.,3,[]
19469,ONA,['Opera House'],['J.C.Staff'],Manga,"['School', 'Super Power']",Shounen,16 min.,115,[]
9078,Movie,['add some'],['Toei Animation'],Manga,"['Combat Sports', 'Delinquents', 'School']",Shounen,1 hr. 24 min.,1,[]
31223,TV,"['TBS', 'Sega', 'Sega Games']",['Telecom Animation Film'],Game,"['School', 'Video Game']",,24 min. per ep.,99,"['Crunchyroll', 'HIDIVE', 'Shahid']"
11595,TV,"['TV Asahi', 'Asatsu DK']",['Shin-Ei Animation'],Manga,"['School', 'Super Power']",Kids,12 min. per ep.,13,[]
5386,Movie,['add some'],['Production I.G'],Unknown,"['Historical', 'Martial Arts', 'Samurai']",,1 hr. 12 min.,5,[]
8304,Special,['Nihon Ad Systems'],['Picture Magic'],Unknown,[],,23 min.,0,[]
3858,TV,['Bandai'],['Tatsunoko Production'],Original,[],,24 min. per ep.,13,[]
24681,TV Special,['add some'],['Nippon Animation'],Novel,[],,45 min. per ep.,0,[]
33531,TV,['add some'],['Satelight'],Original,[],,23 min. per ep.,43,['Netflix']
909,TV,['Bandai Visual'],"['Satelight', 'Studio Gazelle']",Original,"['Mecha', 'Space']",,23 min. per ep.,15,[]
1574,TV,"['Nihon Ad Systems', 'Illumitoon Entertainment']",['Studio Deen'],Unknown,[],,24 min. per ep.,5,[]
1361,Movie,"['Square Enix', 'Sony Music Entertainment']",['Square Pictures'],Game,[],,1 hr. 45 min.,55,[]
35652,ONA,['add some'],['add some'],Manga,[],Seinen,7 min. per ep.,3,[]
2771,TV,['add some'],['Studio Kikan'],Manga,"['Crossdressing', 'School']",Shoujo,25 min. per ep.,5,[]
3114,TV,"['TV Tokyo', 'Yomiko Advertising']",['Pierrot'],Other,"['Mecha', 'Super Power']",,25 min. per ep.,3,[]
31883,OVA,['add some'],['TMS Entertainment'],Manga,"['CGDCT', 'Racing']",Seinen,22 min. per ep.,7,[]
33566,OVA,"['TMS Entertainment', 'TMS Music']",['Telecom Animation Film'],Manga,"['Combat Sports', 'Gore']",Shounen,15 min.,29,[]
3166,TV,"['Media Factory', 'AT-X', 'Enoki Films', '5pb.']",['Tokyo Kids'],Visual novel,"['Gore', 'Super Power']",,23 min. per ep.,24,[]
38413,ONA,"['Tohokushinsha Film Corporation', 'Tencent Animation & Comics', 'Tencent Games']","['Success Corp.', 'Dangun Pictures']",Game,[],,14 min. per ep.,11,[]
2534,OVA,['add some'],['Yumeta Company'],Visual novel,[],Shoujo,30 min. per ep.,13,[]
8194,TV,['add some'],['Toei Animation'],Manga,[],,25 min. per ep.,8,[]
1734,ONA,['Toho Music'],['Actas'],Original,"['Music', 'School']",,28 min. per ep.,21,[]
26189,Special,"['Nihon Ad Systems', 'Studio Jack']",['KSS'],Unknown,[],Shoujo,10 min. per ep.,2,[]
38078,Movie,['Toei Video'],['Kamikaze Douga'],Novel,[],,13 min.,1,[]
37395,TV,"['Dentsu', 'Mainichi Broadcasting System', 'TOHO animation', 'Shogakukan']",['OLM'],Other,[],,24 min. per ep.,14,['Netflix']
6148,OVA,"['Indeprox', 'Takeshobo', 'indigo line']",['add some'],4-koma manga,[],Seinen,37 min.,4,[]
34904,TV Special,['add some'],['Nut'],Light novel,"['Isekai', 'Military', 'Reincarnation']",,23 min.,36,[]
1677,TV Special,['add some'],['Vega Entertainment'],Game,"['Military', 'Space']",,24 min. per ep.,1,[]
2464,Special,['add some'],['Studio Hibari'],Unknown,[],,3 min. per ep.,2,[]
6919,TV,"['Sony Pictures Entertainment', 'Atelier Musa']",['Madhouse'],Other,[],,23 min. per ep.,27,[]
35231,OVA,['add some'],['J.C.Staff'],Novel,[],,23 min.,5,[]
2210,ONA,['add some'],['add some'],Original,[],,1 min.,15,[]
1624,Special,['add some'],['OLM'],Visual novel,[],,23 min.,2,[]
7279,OVA,['add some'],['Oxybot'],Manga,[],Seinen,43 min. per ep.,5,['Crunchyroll']
6397,TV,['add some'],['Tatsunoko Production'],Manga,[],,25 min. per ep.,3,[]
25169,Special,['add some'],['TYO Animations'],Original,"['CGDCT', 'Iyashikei']",,18 min.,2,[]
36108,TV,"['Pony Canyon', 'TBS', 'Magic Capsule', 'Shogakukan', 'Lawson', 'RAY', 'U-NEXT', 'Nichion']",['Production IMS'],Web manga,"['Adult Cast', 'CGDCT']",,12 min. per ep.,48,['HIDIVE']
4440,TV Special,['add some'],['Tokyo Movie Shinsha'],Novel,[],,1 hr. 12 min.,2,[]
6251,Special,"['Media Factory', 'Shochiku', 'AT-X', 'TYO', 'Mag Garden']",['HAL Film Maker'],4-koma manga,"['CGDCT', 'Iyashikei', 'Visual Arts']",,7 min. per ep.,2,[]
677,TV,['add some'],['Sunrise'],Visual novel,[],,24 min. per ep.,6,[]
32039,TV,"['Pony Canyon', 'Sanrio', 'Techno Sound']",['Bones'],Game,[],,3 min. per ep.,18,['Crunchyroll']
6674,TV,['add some'],['TMS Entertainment'],Original,[],,22 min. per ep.,2,[]
29910,Movie,['Beijing Enlight Pictures'],['Sparkly Key Animation Studio'],Novel,"['Historical', 'Martial Arts']",,1 hr. 38 min.,3,[]
30095,Movie,['add some'],['add some'],Unknown,[],Seinen,1 hr. 16 min.,1,[]
38672,Movie,['add some'],['Toei Animation'],Original,[],,1 hr. 11 min.,3,[]
11069,Special,['add some'],['OLM'],Unknown,[],Kids,21 min.,2,[]
22215,TV,['add some'],"['Tatsunoko Production', 'Dongwoo A&E']",Game,"['Idols (Female)', 'Music']",,23 min. per ep.,7,[]
38021,Movie,['XFLAG'],['Orange'],Game,[],,1 hr. 37 min.,4,[]
34117,ONA,['add some'],['add some'],Original,[],,3 min.,1,[]
35465,ONA,['XFLAG Pictures'],['LIDENFILMS Kyoto Studio'],Game,"['Music', 'Strategy Game']",,21 min.,1,[]
37504,Special,['add some'],['Bones'],Web manga,[],,6 min. per ep.,14,[]
34243,Music,['Starchild Records'],['add some'],Original,"['Idols (Female)', 'Music']",,4 min. per ep.,1,[]
1428,Movie,"['Tokyo Movie Shinsha', 'TOHO']",['add some'],Manga,[],Seinen,12 min.,2,[]
8518,Special,['add some'],['Sunrise'],Original,[],,5 min.,3,[]
10207,TV Special,['add some'],['Toei Animation'],Original,[],,27 min.,0,[]
38046,PV,['add some'],['Sunrise'],Light novel,[],,12 min.,3,[]
36630,Music,"[""Toy's Factory""]",['add some'],Original,[],,3 min.,1,[]
13769,TV,['add some'],['Toei Animation'],Manga,[],Shounen,23 min. per ep.,1,[]
2601,OVA,['Starchild Records'],['Sunrise'],Unknown,[],,56 min.,3,[]
10905,Special,['add some'],['Satelight'],Manga,"['Historical', 'Iyashikei']",Seinen,6 min. per ep.,0,[]
38425,OVA,"['Genco', 'AT-X', 'Bushiroad', 'Shounen Gahousha', 'Kadokawa']",['Arms'],Manga,"['Martial Arts', 'School', 'Super Power']",Seinen,27 min. per ep.,22,[]
11268,TV,['Tokyo Movie Shinsha'],['add some'],Manga,[],,24 min. per ep.,4,[]
5131,TV,"['TV Tokyo', 'Dynamic Planning']",['Knack Productions'],Unknown,[],,25 min. per ep.,6,[]
5476,TV,['Asahi Broadcasting'],['Tezuka Productions'],Manga,[],Shoujo,24 min. per ep.,2,[]
36729,TV Special,['add some'],['A-1 Pictures'],Light novel,[],,24 min. per ep.,25,[]
6518,Movie,['add some'],['OLM'],Other,[],Kids,1 hr. 27 min.,4,[]
35686,TV Special,['add some'],['add some'],Unknown,[],Seinen,45 min.,5,[]
69,TV,"['Bandai Visual', 'Imagine']",['Sunrise'],Original,[],,24 min. per ep.,14,[]
5449,Special,['add some'],['Sunrise'],Manga,[],,17 min.,2,[]
39244,TV,['add some'],['OLM'],Original,[],,23 min. per ep.,8,[]
769,OVA,['Media Rings'],['AIC'],Original,[],,26 min. per ep.,5,[]
819,OVA,"['Shogakukan-Shueisha Productions', 'ZOOM ENTERPRISE']",['Vega Entertainment'],Manga,[],Shoujo,49 min.,99,[]
1270,OVA,"['Bandai Visual', 'Network']","['AIC', 'animate Film']",Manga,"['Mecha', 'Military']",,48 min.,30,['HIDIVE']
9857,Special,"['TV Tokyo', 'Shogakukan-Shueisha Productions', 'Yomiko Advertising']",['Xebec'],Manga,[],Shounen,1 hr. 35 min.,2,[]
3401,Special,['Robot Communications'],['add some'],Original,[],,4 min. per ep.,5,[]
10015,TV,"['TV Tokyo', 'Marvelous Entertainment', 'Nihon Ad Systems', 'Konami Cross Media NY']",['Gallop'],Manga,[],Shounen,24 min. per ep.,327,['Crunchyroll']
39421,ONA,['bilibili'],['MMT Technology'],Web novel,[],,22 min. per ep.,45,['Crunchyroll']
8598,Movie,['Nikkatsu'],['Mushi Production'],Book,[],,1 hr. 26 min.,1,[]
34498,Movie,"['Aniplex', 'TOHO', 'Lawson HMV Entertainment', ""Toy's Factory"", 'JR East Marketing & Communications', 'Kadokawa', 'LINE Corporation', 'Toho Music']",['Shaft'],Other,[],,1 hr. 30 min.,524,"['Crunchyroll', 'Netflix']"
10342,Movie,['Fuji TV'],['Mushi Production'],Original,[],Shounen,1 hr. 27 min.,1,[]
5933,TV Special,['TBS'],['Sunrise'],Novel,[],,1 hr. 13 min.,0,[]
39194,TV,"['Kodansha', 'DMM pictures', 'JY Animation', 'China Film Animation', 'Beijing IMMG']",['Nihon Ad Systems'],Manga,[],Shounen,24 min. per ep.,11,[]
1724,TV,"['Konami', 'Yomiko Advertising', 'Delfi Sound']",['Studio Comet'],Original,[],,25 min. per ep.,13,[]
24935,Special,['Takeshobo'],['Seven'],4-koma manga,[],Seinen,3 min.,1,[]
10924,OVA,"['Genco', 'Media Factory', 'Hobby Japan']",['Arms'],Other,[],,21 min. per ep.,17,[]
21695,TV Special,['TV Tokyo'],['OLM'],Game,[],Kids,24 min.,4,[]
39506,TV,"['Frontier Works', 'Pony Canyon', 'Sega', 'Tokyo MX', 'Sammy', 'Studio Kai', 'ADK Emotions', 'Sega Games']",['Gonzo'],Game,[],,23 min. per ep.,39,['Crunchyroll']
3900,TV,"['Tele-Cartoon Japan', 'Dongyang Animation']",['Dai-Ichi Douga'],Novel,[],,25 min. per ep.,6,[]
5056,Special,['add some'],['Picture Magic'],Manga,"['Otaku Culture', 'School']",,10 min.,0,[]
25083,TV Special,['Bandai Visual'],['Nippon Animation'],Original,[],,45 min. per ep.,1,[]
1918,OVA,['add some'],['AIC'],Original,"['Mahou Shoujo', 'Parody']",,43 min. per ep.,10,[]
4933,TV,['Yomiuri Telecasting'],['Tokyo Movie Shinsha'],Original,[],,24 min. per ep.,8,[]
3875,TV,['TV Asahi'],['Toei Animation'],Manga,[],Shoujo,20 min. per ep.,4,[]
3878,TV,['add some'],['Toei Animation'],Original,[],,24 min. per ep.,6,[]
2046,OVA,['add some'],['Pierrot'],Original,"['Idols (Female)', 'Mahou Shoujo']",,57 min.,1,[]
15407,OVA,['add some'],['Shaft'],Original,[],,30 min. per ep.,6,[]
17749,Special,"['Kadokawa Pictures Japan', 'Kansai Telecasting', 'Tokai Television']",['DAX Production'],Manga,[],,7 min. per ep.,0,[]
23697,Movie,['Aniplex'],['ufotable'],Light novel,[],,1 min. per ep.,28,[]
382,OVA,['Half H.P Studio'],['Chaos Project'],Manga,[],Seinen,27 min. per ep.,74,[]
2644,,[],[],,[],,,,[]
2312,TV Special,['add some'],['Tezuka Productions'],Original,[],,1 hr. 24 min.,16,[]
37619,ONA,"['Tencent Penguin Pictures', 'China Literature Limited']",['Foch Film'],Novel,[],,11 min. per ep.,18,[]
1598,OVA,"['Artmic', 'Tokyo Kids', 'Harmony Gold', 'Streamline Pictures']",['Tatsunoko Production'],Unknown,[],,27 min. per ep.,13,[]
833,TV,['Imagica'],['Gonzo'],Original,[],,23 min. per ep.,19,['Crunchyroll']
11017,TV,['Nagoya Broadcasting Network'],['Sunrise'],Card game,[],,23 min. per ep.,4,[]
374,OVA,['Movic'],['Ashi Productions'],Manga,[],,24 min. per ep.,10,['Crunchyroll']
39975,Music,['add some'],['OTOIRO'],Original,[],,3 min.,6,[]
15219,Special,['add some'],['Anima'],Game,[],,21 min.,2,[]
32301,TV,"['Sotsu', 'Magic Capsule', 'flying DOG', 'Fields']",['Production IMS'],Original,"['Adult Cast', 'Mecha']",,24 min. per ep.,12,['Crunchyroll']
14693,TV,"['DAX Production', 'Takeshobo', 'Right Gauge', 'Dwango Music Entertainment', 'eNa']",['C2C'],4-koma manga,[],Seinen,3 min. per ep.,1,[]
1607,TV,"['TBS', 'Venus Vangard', 'Half H.P Studio', 'BS-i']",['Studio Hibari'],Manga,[],,24 min. per ep.,46,['Crunchyroll']
12905,OVA,['add some'],"['OB Planning', 'Grouper Productions']",Other,[],,43 min.,0,[]
6705,Special,['Media Factory'],['SILVER LINK.'],Visual novel,[],,3 min. per ep.,6,[]
31608,Special,"['DAX Production', 'Earth Star Entertainment']",['Millepensee'],Manga,[],Shounen,2 min. per ep.,0,[]
10059,Movie,['add some'],['TMS Entertainment'],Unknown,[],Kids,1 hr.,1,[]
9421,Special,['add some'],['add some'],Original,[],,1 min. per ep.,0,[]
